File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF746ZUT	bed narrowPeak	peaks and background as input for IDR	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF320PZV, ENCFF738KRH	6470437	ENCODE Processing Pipeline	d82e0e54ca11388d7a1a4ddae8143302		https://www.encodeproject.org/files/ENCFF746ZUT/@@download/ENCFF746ZUT.bed.gz	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF764ZIO	bigBed narrowPeak	peaks and background as input for IDR	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF746ZUT	13791433	ENCODE Processing Pipeline	206d08a5bb699c8cf312589945182750		https://www.encodeproject.org/files/ENCFF764ZIO/@@download/ENCFF764ZIO.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF366KFC	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF240UFV	1258792	ENCODE Processing Pipeline	dab071e8e82ab759e2cb5b8985d91ede		https://www.encodeproject.org/files/ENCFF366KFC/@@download/ENCFF366KFC.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF240UFV	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF746ZUT	760219	ENCODE Processing Pipeline	52ae5edd1a62d3c0f86fc6249cb451d4		https://www.encodeproject.org/files/ENCFF240UFV/@@download/ENCFF240UFV.bed.gz	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF482ZNO	bigWig	fold change over control	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF320PZV, ENCFF738KRH	874031094	ENCODE Processing Pipeline	f7691a79b0c712d1e44b31bb0e84cda4		https://www.encodeproject.org/files/ENCFF482ZNO/@@download/ENCFF482ZNO.bigWig	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF618LAX	bigBed narrowPeak	peaks and background as input for IDR	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF852FMV	13807752	ENCODE Processing Pipeline	48c798735d3c9475ae5374f4e9d3d0a2		https://www.encodeproject.org/files/ENCFF618LAX/@@download/ENCFF618LAX.bigBed	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF556RUC	bigWig	fold change over control	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF775TBT, ENCFF925AMH	873561388	ENCODE Processing Pipeline	447eb4c7498de6eeddeb24ec084a41e4		https://www.encodeproject.org/files/ENCFF556RUC/@@download/ENCFF556RUC.bigWig	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF852FMV	bed narrowPeak	peaks and background as input for IDR	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF775TBT, ENCFF925AMH	6475643	ENCODE Processing Pipeline	30443fe41e62a55dea93ea1c3e153d6b		https://www.encodeproject.org/files/ENCFF852FMV/@@download/ENCFF852FMV.bed.gz	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF138GGL	bigWig	signal p-value	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF775TBT, ENCFF925AMH	808419406	ENCODE Processing Pipeline	cb7e89415e65886fdeaf7c0114f6e103		https://www.encodeproject.org/files/ENCFF138GGL/@@download/ENCFF138GGL.bigWig	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF552XDP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF852FMV	766732	ENCODE Processing Pipeline	c4141c736a282290131c8ddd00f10a67		https://www.encodeproject.org/files/ENCFF552XDP/@@download/ENCFF552XDP.bed.gz	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF685YOM	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF552XDP	1267657	ENCODE Processing Pipeline	192c379351e904f7a386d32fcec8b86e		https://www.encodeproject.org/files/ENCFF685YOM/@@download/ENCFF685YOM.bigBed	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF181HOT	fastq	reads	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1	1	100		paired-ended	2	ENCFF571EFT		2589510824	Michael Snyder, Stanford	06b19406bd402f5057cc4b710e75396a	SRA:SRR6213598	https://www.encodeproject.org/files/ENCFF181HOT/@@download/ENCFF181HOT.fastq.gz			Illumina HiSeq 4000	/files/ENCFF040RNV/	released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF571EFT	fastq	reads	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1	1	100		paired-ended	1	ENCFF181HOT		2260857741	Michael Snyder, Stanford	df03c1f3a78c173260bf0b9e43c88a9d	SRA:SRR6213598	https://www.encodeproject.org/files/ENCFF571EFT/@@download/ENCFF571EFT.fastq.gz			Illumina HiSeq 4000	/files/ENCFF508LJJ/	released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF058IMO	bam	alignments	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1			100				ENCFF181HOT, ENCFF571EFT, ENCFF643CGH	3643447141	ENCODE Processing Pipeline	75a9dcf2207bfd2f3392253a576e0fc0		https://www.encodeproject.org/files/ENCFF058IMO/@@download/ENCFF058IMO.bam	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF974PFJ	bam	unfiltered alignments	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1			100				ENCFF181HOT, ENCFF571EFT, ENCFF643CGH	4804147557	ENCODE Processing Pipeline	1689ae89d4c72f7b1167affd6af5a88f		https://www.encodeproject.org/files/ENCFF974PFJ/@@download/ENCFF974PFJ.bam	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF946JKA	bam	unfiltered alignments	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1			100				ENCFF181HOT, ENCFF571EFT, ENCFF807MUK	4796434401	ENCODE Processing Pipeline	ad6541dcb2e2b7e62dcad9eb581eea5e		https://www.encodeproject.org/files/ENCFF946JKA/@@download/ENCFF946JKA.bam	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF096CSL	bam	alignments	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1			100				ENCFF181HOT, ENCFF571EFT, ENCFF807MUK	3640244715	ENCODE Processing Pipeline	9c5d3e0cd70cccc183977a3a8877327e		https://www.encodeproject.org/files/ENCFF096CSL/@@download/ENCFF096CSL.bam	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF368CZJ	bigWig	signal p-value	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF049CMN, ENCFF096CSL	1121079563	ENCODE Processing Pipeline	0acfbbda9bf6b1e4ee2f404b575bbf95		https://www.encodeproject.org/files/ENCFF368CZJ/@@download/ENCFF368CZJ.bigWig	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF489YJP	bigWig	signal p-value	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF058IMO, ENCFF217IBH	1145964152	ENCODE Processing Pipeline	416972fc4e845d54182734dd519ced2c		https://www.encodeproject.org/files/ENCFF489YJP/@@download/ENCFF489YJP.bigWig	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF534GRR	bigWig	fold change over control	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF058IMO, ENCFF217IBH	1135448704	ENCODE Processing Pipeline	a85f68d2c218d703f495cf04d67c7286		https://www.encodeproject.org/files/ENCFF534GRR/@@download/ENCFF534GRR.bigWig	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF039AUA	bed narrowPeak	peaks and background as input for IDR	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF058IMO, ENCFF217IBH	5495943	ENCODE Processing Pipeline	2e9d24124bd7f0dc7716b13df9dc62b5		https://www.encodeproject.org/files/ENCFF039AUA/@@download/ENCFF039AUA.bed.gz	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF917CFR	bigBed narrowPeak	peaks and background as input for IDR	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF039AUA	11818666	ENCODE Processing Pipeline	5ce7dcdbdb47881faa6483eeb968bc6a		https://www.encodeproject.org/files/ENCFF917CFR/@@download/ENCFF917CFR.bigBed	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF859AOY	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF072UWP	742977	ENCODE Processing Pipeline	dab57746133ddcae919b6300a0814e31		https://www.encodeproject.org/files/ENCFF859AOY/@@download/ENCFF859AOY.bigBed	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF072UWP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF039AUA, ENCFF419RSJ	390572	ENCODE Processing Pipeline	d0ca9da6eb9a87268bb5fc89296303b7		https://www.encodeproject.org/files/ENCFF072UWP/@@download/ENCFF072UWP.bed.gz	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF706BTR	bigWig	fold change over control	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF049CMN, ENCFF096CSL	1134408190	ENCODE Processing Pipeline	86301cbf33217eb5ecd01406f01197c8		https://www.encodeproject.org/files/ENCFF706BTR/@@download/ENCFF706BTR.bigWig	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF320GJE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF393OKG	367758	ENCODE Processing Pipeline	ab73357d00bd333a22170eb0cc48ccfe		https://www.encodeproject.org/files/ENCFF320GJE/@@download/ENCFF320GJE.bed.gz	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF393OKG	bed narrowPeak	peaks and background as input for IDR	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF049CMN, ENCFF096CSL	5438993	ENCODE Processing Pipeline	fa81190887745a37f19c8594ee9faf54		https://www.encodeproject.org/files/ENCFF393OKG/@@download/ENCFF393OKG.bed.gz	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF349PQM	bigBed narrowPeak	peaks and background as input for IDR	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF393OKG	11734780	ENCODE Processing Pipeline	5901b091d04317db11922b717ccfc408		https://www.encodeproject.org/files/ENCFF349PQM/@@download/ENCFF349PQM.bigBed	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF130HBC	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR391ZKN	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF320GJE	711730	ENCODE Processing Pipeline	cdfd8542c20004bae0991d095689ae4a		https://www.encodeproject.org/files/ENCFF130HBC/@@download/ENCFF130HBC.bigBed	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF950IWA	fastq	reads	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	1	ENCFF071FDH		1988716545	Richard Myers, HAIB	b1e5a6bd69297652088e02b5324b9e4a	SRA:SRR6213684	https://www.encodeproject.org/files/ENCFF950IWA/@@download/ENCFF950IWA.fastq.gz			Illumina HiSeq 2000	/files/ENCFF877SGG/	released	antibody characterized with exemption			
ENCFF071FDH	fastq	reads	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	2	ENCFF950IWA		2083765267	Richard Myers, HAIB	cac209eef465c298032a2caf9df95eb7	SRA:SRR6213684	https://www.encodeproject.org/files/ENCFF071FDH/@@download/ENCFF071FDH.fastq.gz			Illumina HiSeq 2000	/files/ENCFF332OUJ/	released	antibody characterized with exemption			
ENCFF037XHJ	bam	unfiltered alignments	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF071FDH, ENCFF643CGH, ENCFF950IWA	4927019358	ENCODE Processing Pipeline	b6d567b897aeb5ee645f94acff596a09		https://www.encodeproject.org/files/ENCFF037XHJ/@@download/ENCFF037XHJ.bam	GRCh38				released	antibody characterized with exemption			
ENCFF004NBT	bam	unfiltered alignments	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF071FDH, ENCFF807MUK, ENCFF950IWA	4908614515	ENCODE Processing Pipeline	1304a5ce271f4db5f5def7d480961350		https://www.encodeproject.org/files/ENCFF004NBT/@@download/ENCFF004NBT.bam	hg19				released	antibody characterized with exemption			
ENCFF997UGV	bam	alignments	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF071FDH, ENCFF643CGH, ENCFF950IWA	3415674245	ENCODE Processing Pipeline	35c9165d6c53387b55746956822b78e7		https://www.encodeproject.org/files/ENCFF997UGV/@@download/ENCFF997UGV.bam	GRCh38				released	antibody characterized with exemption			
ENCFF983YSM	bam	alignments	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF071FDH, ENCFF807MUK, ENCFF950IWA	3412522816	ENCODE Processing Pipeline	860524ece3c39808668a3e45c6f1c6c1		https://www.encodeproject.org/files/ENCFF983YSM/@@download/ENCFF983YSM.bam	hg19				released	antibody characterized with exemption			
ENCFF743ZCR	bigWig	signal p-value	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF248TLI, ENCFF997UGV	1327119434	ENCODE Processing Pipeline	7f8f38fc0f46ce6ce1252e8c9fef0f77		https://www.encodeproject.org/files/ENCFF743ZCR/@@download/ENCFF743ZCR.bigWig	GRCh38				released	antibody characterized with exemption			
ENCFF503NAW	bed narrowPeak	peaks and background as input for IDR	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF248TLI, ENCFF997UGV	6458128	ENCODE Processing Pipeline	8b19092b4eaf3495453b34b0a3a2ca6b		https://www.encodeproject.org/files/ENCFF503NAW/@@download/ENCFF503NAW.bed.gz	GRCh38				released	antibody characterized with exemption			
ENCFF806MYT	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF469SGL	258845	ENCODE Processing Pipeline	2705070e609d4adc283bd9bb2b466c1a		https://www.encodeproject.org/files/ENCFF806MYT/@@download/ENCFF806MYT.bigBed	GRCh38				released	antibody characterized with exemption			
ENCFF429UPL	bigWig	fold change over control	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF248TLI, ENCFF997UGV	1158128145	ENCODE Processing Pipeline	de7e273158f2dae51f157453234c3445		https://www.encodeproject.org/files/ENCFF429UPL/@@download/ENCFF429UPL.bigWig	GRCh38				released	antibody characterized with exemption			
ENCFF083OYL	bigBed narrowPeak	peaks and background as input for IDR	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF503NAW	11276525	ENCODE Processing Pipeline	8e75df1527fdcf9e8f17d5fa27cf918f		https://www.encodeproject.org/files/ENCFF083OYL/@@download/ENCFF083OYL.bigBed	GRCh38				released	antibody characterized with exemption			
ENCFF469SGL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF419RSJ, ENCFF503NAW	106388	ENCODE Processing Pipeline	1e0153d9b1b3b432b8b392f0c1b45a75		https://www.encodeproject.org/files/ENCFF469SGL/@@download/ENCFF469SGL.bed.gz	GRCh38				released	antibody characterized with exemption			
ENCFF943ARA	bigWig	signal p-value	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF898FGD, ENCFF983YSM	1092343351	ENCODE Processing Pipeline	8103ff813e3b76f1275732ada69fbcfa		https://www.encodeproject.org/files/ENCFF943ARA/@@download/ENCFF943ARA.bigWig	hg19				released	antibody characterized with exemption			
ENCFF957SWT	bigWig	fold change over control	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF898FGD, ENCFF983YSM	1146537691	ENCODE Processing Pipeline	3ec3c63bc738588643036ae40afef6e4		https://www.encodeproject.org/files/ENCFF957SWT/@@download/ENCFF957SWT.bigWig	hg19				released	antibody characterized with exemption			
ENCFF215GON	bigBed narrowPeak	peaks and background as input for IDR	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF506XWQ	11270184	ENCODE Processing Pipeline	c895ab6d523bf6a912ba3317bd040730		https://www.encodeproject.org/files/ENCFF215GON/@@download/ENCFF215GON.bigBed	hg19				released	antibody characterized with exemption			
ENCFF506XWQ	bed narrowPeak	peaks and background as input for IDR	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF898FGD, ENCFF983YSM	6431186	ENCODE Processing Pipeline	987169f530e84dbad71415b43f57d6fc		https://www.encodeproject.org/files/ENCFF506XWQ/@@download/ENCFF506XWQ.bed.gz	hg19				released	antibody characterized with exemption			
ENCFF887XGB	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF506XWQ	105193	ENCODE Processing Pipeline	2b29a3f7a0da82a5ccf7a9600485571f		https://www.encodeproject.org/files/ENCFF887XGB/@@download/ENCFF887XGB.bed.gz	hg19				released	antibody characterized with exemption			
ENCFF805NBE	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR684NJD	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF887XGB	255004	ENCODE Processing Pipeline	16f7ddc93d1c81a1b51f1224004d12e9		https://www.encodeproject.org/files/ENCFF805NBE/@@download/ENCFF805NBE.bigBed	hg19				released	antibody characterized with exemption			
ENCFF846BTF	fastq	reads	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	2	ENCFF133IBS		1296046548	Richard Myers, HAIB	50de1099f54ab41ee1b3d13e9c045ecd	SRA:SRR6213225	https://www.encodeproject.org/files/ENCFF846BTF/@@download/ENCFF846BTF.fastq.gz			Illumina HiSeq 2000	/files/ENCFF939CSH/	released	low read depth, antibody characterized with exemption			
ENCFF133IBS	fastq	reads	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	1	ENCFF846BTF		1269460468	Richard Myers, HAIB	75457cdce544fa33ba5cf651d3a0e69c	SRA:SRR6213225	https://www.encodeproject.org/files/ENCFF133IBS/@@download/ENCFF133IBS.fastq.gz			Illumina HiSeq 2000	/files/ENCFF141WOU/	released	low read depth, antibody characterized with exemption			
ENCFF827JFW	bam	unfiltered alignments	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF133IBS, ENCFF807MUK, ENCFF846BTF	3158572201	ENCODE Processing Pipeline	4085e4344bab279967e6c8593a9426c8		https://www.encodeproject.org/files/ENCFF827JFW/@@download/ENCFF827JFW.bam	hg19				released	low read depth, antibody characterized with exemption			
ENCFF329BOB	bam	unfiltered alignments	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF133IBS, ENCFF643CGH, ENCFF846BTF	3170717243	ENCODE Processing Pipeline	c744ed65e686873c051d04a816689066		https://www.encodeproject.org/files/ENCFF329BOB/@@download/ENCFF329BOB.bam	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF527RBK	bam	alignments	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF133IBS, ENCFF643CGH, ENCFF846BTF	2447866623	ENCODE Processing Pipeline	55cb02bcd104d8000978e037c4b4ad71		https://www.encodeproject.org/files/ENCFF527RBK/@@download/ENCFF527RBK.bam	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF726KOK	bam	alignments	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1			76				ENCFF133IBS, ENCFF807MUK, ENCFF846BTF	2446585181	ENCODE Processing Pipeline	b9efae8e1e18f10f12b971992b651436		https://www.encodeproject.org/files/ENCFF726KOK/@@download/ENCFF726KOK.bam	hg19				released	low read depth, antibody characterized with exemption			
ENCFF844FEO	bigWig	signal p-value	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF411SNQ, ENCFF527RBK	1074767011	ENCODE Processing Pipeline	f7e261b8d0f51bfc56fd26e7e9a3a850		https://www.encodeproject.org/files/ENCFF844FEO/@@download/ENCFF844FEO.bigWig	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF305XIN	bigWig	fold change over control	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF411SNQ, ENCFF527RBK	996326495	ENCODE Processing Pipeline	f6c8e9689e07c7c56db9977a01e0bdfb		https://www.encodeproject.org/files/ENCFF305XIN/@@download/ENCFF305XIN.bigWig	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF495JYR	bed narrowPeak	peaks and background as input for IDR	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF411SNQ, ENCFF527RBK	5521388	ENCODE Processing Pipeline	972cecb75a3a1f117d54988233fbcebd		https://www.encodeproject.org/files/ENCFF495JYR/@@download/ENCFF495JYR.bed.gz	GRCh38				released	low read depth, antibody characterized with exemption			
