File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF408BXF	bed narrowPeak	peaks	ENCSR944QSH	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF118EDE, ENCFF606JEQ	636720	ENCODE Processing Pipeline	cce48c4c4b64521452b7ab9228a3b66e		https://www.encodeproject.org/files/ENCFF408BXF/@@download/ENCFF408BXF.bed.gz	hg19				released	s3://encode-public/2017/05/10/61837ea6-093b-4394-9b1d-51a27beec588/ENCFF408BXF.bed.gz	low read length, control low read depth			
ENCFF011QCH	bed narrowPeak	stable peaks	ENCSR944QSH	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF408BXF	738253	ENCODE Processing Pipeline	a6b40832afca0955c99a637d9e8c6088		https://www.encodeproject.org/files/ENCFF011QCH/@@download/ENCFF011QCH.bed.gz	hg19				released	s3://encode-public/2017/05/10/629dc5a9-1003-4769-a2ce-e642d99ccb6c/ENCFF011QCH.bed.gz	low read length, control low read depth			
ENCFF499USX	bed narrowPeak	peaks	ENCSR944QSH	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF035OFJ, ENCFF180QGB	643059	ENCODE Processing Pipeline	f88e5318f3f529676e92f73dc9ec0714		https://www.encodeproject.org/files/ENCFF499USX/@@download/ENCFF499USX.bed.gz	GRCh38				released	s3://encode-public/2017/05/10/a960f673-221e-43f2-9ea8-92af15c3dbd1/ENCFF499USX.bed.gz	low read length, control low read depth			
ENCFF403FBM	bed narrowPeak	peaks	ENCSR238LEG	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF604SAD, ENCFF918ABG	1911342	ENCODE Processing Pipeline	688054b681f4e7dc735d6f14f76e8d90		https://www.encodeproject.org/files/ENCFF403FBM/@@download/ENCFF403FBM.bed.gz	hg19				released	s3://encode-public/2018/01/23/872ed74d-5402-4214-bf3d-a5c090120d33/ENCFF403FBM.bed.gz	low read length			
ENCFF589VJH	bed narrowPeak	stable peaks	ENCSR238LEG	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF403FBM	1254936	ENCODE Processing Pipeline	5f0c42e6678cb58be876ecb4d2434ba9		https://www.encodeproject.org/files/ENCFF589VJH/@@download/ENCFF589VJH.bed.gz	hg19				released	s3://encode-public/2018/01/23/ff0703fa-474a-46fd-88b0-32ea56653675/ENCFF589VJH.bed.gz	low read length			
ENCFF053RCF	bed narrowPeak	peaks	ENCSR238LEG	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF118AQB, ENCFF519NSP	1925159	ENCODE Processing Pipeline	68f8ba6f733b6e98eeb926693ac9e0f2		https://www.encodeproject.org/files/ENCFF053RCF/@@download/ENCFF053RCF.bed.gz	GRCh38				released	s3://encode-public/2018/01/23/b46d02bb-4f45-468f-a727-98cc57947ea5/ENCFF053RCF.bed.gz	low read length			
ENCFF792MLG	bed narrowPeak	stable peaks	ENCSR238LEG	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF053RCF	1249230	ENCODE Processing Pipeline	290074e2c6d7a989cb4ecc9ae1733243		https://www.encodeproject.org/files/ENCFF792MLG/@@download/ENCFF792MLG.bed.gz	GRCh38				released	s3://encode-public/2018/01/23/8fa39e31-61b4-468d-82f8-916c5514da0c/ENCFF792MLG.bed.gz	low read length			
ENCFF874INE	bed narrowPeak	peaks	ENCSR429VWL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF834XWR, ENCFF981WUC	610067	ENCODE Processing Pipeline	c1db2362484ec9b75ae4a19294af7eda		https://www.encodeproject.org/files/ENCFF874INE/@@download/ENCFF874INE.bed.gz	GRCh38				released	s3://encode-public/2018/06/18/39be145e-18de-46b5-8f86-4a8fb57c6b8c/ENCFF874INE.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF507ISF	bed narrowPeak	stable peaks	ENCSR429VWL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF874INE	688850	ENCODE Processing Pipeline	6a7510a205226a35b4441d8b217d60cd		https://www.encodeproject.org/files/ENCFF507ISF/@@download/ENCFF507ISF.bed.gz	GRCh38				released	s3://encode-public/2018/06/18/e0bcc173-31f2-424b-aaf6-ee008b921b84/ENCFF507ISF.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF915LTL	bed narrowPeak	peaks	ENCSR429VWL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF756NVQ, ENCFF838WFG	609350	ENCODE Processing Pipeline	c0e517a6a39f6519127fbba633194042		https://www.encodeproject.org/files/ENCFF915LTL/@@download/ENCFF915LTL.bed.gz	hg19				released	s3://encode-public/2018/06/19/77b5df3d-b7fd-4c57-af31-e433e040cf2e/ENCFF915LTL.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF142ZXD	bed narrowPeak	stable peaks	ENCSR429VWL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF915LTL	688583	ENCODE Processing Pipeline	80dfbbb93f0d931c24c22a84fce6592a		https://www.encodeproject.org/files/ENCFF142ZXD/@@download/ENCFF142ZXD.bed.gz	hg19				released	s3://encode-public/2018/06/19/3f9336e1-2950-4e25-bfc0-2f502f6b0b26/ENCFF142ZXD.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF589EWY	bed narrowPeak	stable peaks	ENCSR645FBM	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-06-08	ENCODE				1							ENCFF930ZZM	1119212	ENCODE Processing Pipeline	3b341d300c209ed9841b072ab84dc826		https://www.encodeproject.org/files/ENCFF589EWY/@@download/ENCFF589EWY.bed.gz	GRCh38				released	s3://encode-public/2017/06/08/67b23a15-f20a-433b-ab99-17de6d17d49e/ENCFF589EWY.bed.gz	mild to moderate bottlenecking			
ENCFF840LZA	bed narrowPeak	stable peaks	ENCSR645FBM	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-06-08	ENCODE				1							ENCFF651CZY	1118710	ENCODE Processing Pipeline	75503a68503e58bf6fc925e07dfcba1c		https://www.encodeproject.org/files/ENCFF840LZA/@@download/ENCFF840LZA.bed.gz	hg19				released	s3://encode-public/2017/06/08/d29a68e8-0d15-40e4-b969-994f20f31507/ENCFF840LZA.bed.gz	mild to moderate bottlenecking			
ENCFF651CZY	bed narrowPeak	peaks	ENCSR645FBM	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-06-08	ENCODE				1							ENCFF444CLV, ENCFF822ZQZ	1142316	ENCODE Processing Pipeline	90a626479231aed749822803ccbf7073		https://www.encodeproject.org/files/ENCFF651CZY/@@download/ENCFF651CZY.bed.gz	hg19				released	s3://encode-public/2017/06/08/7bbf34a6-bae3-4f77-a0e9-ef7566ba3af9/ENCFF651CZY.bed.gz	mild to moderate bottlenecking			
ENCFF930ZZM	bed narrowPeak	peaks	ENCSR645FBM	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-06-08	ENCODE				1							ENCFF321TTK, ENCFF893ZJC	1143623	ENCODE Processing Pipeline	3c2768ed58afce15d5ad1973223b3897		https://www.encodeproject.org/files/ENCFF930ZZM/@@download/ENCFF930ZZM.bed.gz	GRCh38				released	s3://encode-public/2017/06/08/fa4dede1-819d-4863-94fc-a70716d5eba9/ENCFF930ZZM.bed.gz	mild to moderate bottlenecking			
ENCFF404CBV	bed narrowPeak	peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF623LBS, ENCFF907SLS	639112	ENCODE Processing Pipeline	22b007647b11c028bb1bc9da147f31a4		https://www.encodeproject.org/files/ENCFF404CBV/@@download/ENCFF404CBV.bed.gz	GRCh38				released	s3://encode-public/2017/05/10/5eeff6e7-6323-437b-86e5-a08b8e958040/ENCFF404CBV.bed.gz	low read length			
ENCFF794TPT	bed narrowPeak	peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF521UJP, ENCFF932VMB	622966	ENCODE Processing Pipeline	478c531c6b2f76c65b8f06363de0c0c5		https://www.encodeproject.org/files/ENCFF794TPT/@@download/ENCFF794TPT.bed.gz	hg19				released	s3://encode-public/2017/05/10/3290057a-b55e-43a3-9fa5-2417ea4443a3/ENCFF794TPT.bed.gz	low read length			
ENCFF918CGC	bed narrowPeak	stable peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF404CBV	688455	ENCODE Processing Pipeline	746e0d129a688e16bec265f9a3412980		https://www.encodeproject.org/files/ENCFF918CGC/@@download/ENCFF918CGC.bed.gz	GRCh38				released	s3://encode-public/2017/05/10/359f4759-69d5-4e87-a8dd-d8836dceeac0/ENCFF918CGC.bed.gz	low read length			
ENCFF675FXA	bed narrowPeak	stable peaks	ENCSR315LPR	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF794TPT	674509	ENCODE Processing Pipeline	f6dad5496c93fdfe94d2dffd06bbd1a3		https://www.encodeproject.org/files/ENCFF675FXA/@@download/ENCFF675FXA.bed.gz	hg19				released	s3://encode-public/2017/05/10/ce4729f3-a661-42b8-aa88-403bee3c9f13/ENCFF675FXA.bed.gz	low read length			
ENCFF771DKC	bed narrowPeak	peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				1							ENCFF492OBI, ENCFF668QWW, ENCFF851BYG	718218	ENCODE Processing Pipeline	54000079edab70346a8692d06c4ce0cf		https://www.encodeproject.org/files/ENCFF771DKC/@@download/ENCFF771DKC.bed.gz	GRCh38				released	s3://encode-public/2018/06/19/8052af0e-6ed6-49dd-bf91-013159382a3f/ENCFF771DKC.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF300YQM	bed narrowPeak	peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				1							ENCFF025RGR, ENCFF671ERI, ENCFF802YTJ	658918	ENCODE Processing Pipeline	ec322da59cda6e086e72c67cd6d42965		https://www.encodeproject.org/files/ENCFF300YQM/@@download/ENCFF300YQM.bed.gz	hg19				released	s3://encode-public/2018/06/19/efebfb35-eb41-4b28-b675-6b1ed2c08df7/ENCFF300YQM.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF928ZDT	bed narrowPeak	peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				2							ENCFF492OBI, ENCFF851BYG, ENCFF991UKU	526829	ENCODE Processing Pipeline	7ca0fb5062eb86c931d778909e2361cc		https://www.encodeproject.org/files/ENCFF928ZDT/@@download/ENCFF928ZDT.bed.gz	GRCh38				released	s3://encode-public/2018/12/14/b951bf0a-a6b0-4eca-ae9a-315cdbc7c2e2/ENCFF928ZDT.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF455WPM	bed narrowPeak	peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				1, 2							ENCFF492OBI, ENCFF668QWW, ENCFF851BYG, ENCFF991UKU	577783	ENCODE Processing Pipeline	9800e222dcea01423bd5397d537e283e		https://www.encodeproject.org/files/ENCFF455WPM/@@download/ENCFF455WPM.bed.gz	GRCh38				released	s3://encode-public/2018/12/14/5e4a694b-8d98-4aed-b4af-e797570f9235/ENCFF455WPM.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF687OUM	bed narrowPeak	peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				2							ENCFF671ERI, ENCFF774RSB, ENCFF802YTJ	617575	ENCODE Processing Pipeline	878257a9b7e29501e41621af27d9babf		https://www.encodeproject.org/files/ENCFF687OUM/@@download/ENCFF687OUM.bed.gz	hg19				released	s3://encode-public/2018/12/14/63ae641c-94cb-42fd-8e30-0accd2994efd/ENCFF687OUM.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF404EOD	bed narrowPeak	peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				1, 2							ENCFF025RGR, ENCFF671ERI, ENCFF774RSB, ENCFF802YTJ	598729	ENCODE Processing Pipeline	8eb9a09b1c7dcf2d448393a480a4fdf8		https://www.encodeproject.org/files/ENCFF404EOD/@@download/ENCFF404EOD.bed.gz	hg19				released	s3://encode-public/2018/12/14/9e897778-9bdb-42fc-8d9d-429d11cdf9f2/ENCFF404EOD.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF141BCE	bed narrowPeak	replicated peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				1, 2							ENCFF455WPM, ENCFF771DKC, ENCFF928ZDT	581986	ENCODE Processing Pipeline	29f9b357d48de864e7c4ebcffe546e84		https://www.encodeproject.org/files/ENCFF141BCE/@@download/ENCFF141BCE.bed.gz	GRCh38				released	s3://encode-public/2018/12/14/aa26a12e-e7ce-4357-a19f-a83e41aa3893/ENCFF141BCE.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF155UOS	bed narrowPeak	replicated peaks	ENCSR743GCE	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-15	ENCODE				1, 2							ENCFF300YQM, ENCFF404EOD, ENCFF687OUM	589673	ENCODE Processing Pipeline	73bdcbe7f39237f4aaa559184dfe03c4		https://www.encodeproject.org/files/ENCFF155UOS/@@download/ENCFF155UOS.bed.gz	hg19				released	s3://encode-public/2018/12/14/5e2d77f7-8514-4451-bc42-e4ca5b61f8bf/ENCFF155UOS.bed.gz	mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF202AYE	bed narrowPeak	peaks	ENCSR748RBT	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-08-28	ENCODE				1							ENCFF303SBW, ENCFF462UDU	466197	ENCODE Processing Pipeline	f4018414f98c1c5a2ca2674e139a48d9		https://www.encodeproject.org/files/ENCFF202AYE/@@download/ENCFF202AYE.bed.gz	GRCh38				released	s3://encode-public/2017/08/25/4a029c49-0a73-427f-8301-8d1880ae214b/ENCFF202AYE.bed.gz		experiment not submitted to GEO, mismatched file status		
ENCFF756DZN	bed narrowPeak	stable peaks	ENCSR748RBT	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-08-28	ENCODE				1							ENCFF317HVI	494925	ENCODE Processing Pipeline	309426563ee7c7006451f7abee9371c6		https://www.encodeproject.org/files/ENCFF756DZN/@@download/ENCFF756DZN.bed.gz	hg19				released	s3://encode-public/2017/08/25/d9838465-f675-4ac2-a29b-664ba8acd5c7/ENCFF756DZN.bed.gz		experiment not submitted to GEO, mismatched file status		
ENCFF857VWJ	bed narrowPeak	stable peaks	ENCSR748RBT	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-08-28	ENCODE				1							ENCFF202AYE	481781	ENCODE Processing Pipeline	fad75901716d53809e89ebc3a1e5f4ef		https://www.encodeproject.org/files/ENCFF857VWJ/@@download/ENCFF857VWJ.bed.gz	GRCh38				released	s3://encode-public/2017/08/25/deb2eff9-574d-4f47-ab76-d496aceb2d27/ENCFF857VWJ.bed.gz		experiment not submitted to GEO, mismatched file status		
ENCFF317HVI	bed narrowPeak	peaks	ENCSR748RBT	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-08-28	ENCODE				1							ENCFF765IQY, ENCFF854ANC	518521	ENCODE Processing Pipeline	4d90b493d7ff7247577ab12c50fbdea6		https://www.encodeproject.org/files/ENCFF317HVI/@@download/ENCFF317HVI.bed.gz	hg19				released	s3://encode-public/2017/08/25/11916e06-6910-4ee4-949a-3a0e921753f6/ENCFF317HVI.bed.gz		experiment not submitted to GEO, mismatched file status		
ENCFF325MJE	bed narrowPeak	peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF665FWN, ENCFF775TZU	249562	ENCODE Processing Pipeline	5e432daa8bb24559bd6a075834885b97		https://www.encodeproject.org/files/ENCFF325MJE/@@download/ENCFF325MJE.bed.gz	GRCh38				released	s3://encode-public/2018/02/27/656036f7-2f44-4fa2-9190-4a01c94f0027/ENCFF325MJE.bed.gz				
ENCFF858GQN	bed narrowPeak	stable peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF325MJE	295772	ENCODE Processing Pipeline	f14804c1a450c859526ac6a825026439		https://www.encodeproject.org/files/ENCFF858GQN/@@download/ENCFF858GQN.bed.gz	GRCh38				released	s3://encode-public/2018/02/27/502d5adc-eaee-4cbf-84a1-f830cd0068f2/ENCFF858GQN.bed.gz				
ENCFF783LSS	bed narrowPeak	stable peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF832HOR	296513	ENCODE Processing Pipeline	7ab684cfc2b94ef4708c59ba7748d61a		https://www.encodeproject.org/files/ENCFF783LSS/@@download/ENCFF783LSS.bed.gz	hg19				released	s3://encode-public/2018/02/25/682b3023-5e28-4301-87e3-b1f56947f06f/ENCFF783LSS.bed.gz				
ENCFF832HOR	bed narrowPeak	peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF723TWF, ENCFF788LJE	250002	ENCODE Processing Pipeline	629585650a9dcf673f38b856ad2a60d3		https://www.encodeproject.org/files/ENCFF832HOR/@@download/ENCFF832HOR.bed.gz	hg19				released	s3://encode-public/2018/02/25/409b5c11-ae5c-4c89-b63a-2939be83f3fc/ENCFF832HOR.bed.gz				
ENCFF793IPP	bed narrowPeak	peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF193YXR, ENCFF665FWN	371806	ENCODE Processing Pipeline	8566dcae663b43c19588952b5cc8fc2e		https://www.encodeproject.org/files/ENCFF793IPP/@@download/ENCFF793IPP.bed.gz	GRCh38				archived	s3://encode-public/2017/03/21/ba0c10af-c1e6-4d48-a63e-55f12ab47ca0/ENCFF793IPP.bed.gz				
ENCFF925YZC	bed narrowPeak	stable peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF793IPP	394493	ENCODE Processing Pipeline	870bb9ef2cb82cfbcf348a0ebf627ea1		https://www.encodeproject.org/files/ENCFF925YZC/@@download/ENCFF925YZC.bed.gz	GRCh38				archived	s3://encode-public/2017/03/21/33cb6917-cb2b-4b7c-982e-6b65d1665e71/ENCFF925YZC.bed.gz				
ENCFF823KVB	bed narrowPeak	peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF332UYK, ENCFF788LJE	371398	ENCODE Processing Pipeline	7faacbc8c4972464a2633fc7fecd8088		https://www.encodeproject.org/files/ENCFF823KVB/@@download/ENCFF823KVB.bed.gz	hg19				archived	s3://encode-public/2017/03/22/8e348098-0bc0-4181-848c-258e310fcdf8/ENCFF823KVB.bed.gz				
ENCFF123ANY	bed narrowPeak	stable peaks	ENCSR933BVL	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-30	ENCODE				1							ENCFF823KVB	398004	ENCODE Processing Pipeline	b47ae97235b2bd613a521f0c0826de39		https://www.encodeproject.org/files/ENCFF123ANY/@@download/ENCFF123ANY.bed.gz	hg19				archived	s3://encode-public/2017/03/22/fdd9357f-f1da-42d5-a16e-7df0c9a92a21/ENCFF123ANY.bed.gz				
ENCFF175CMC	bed narrowPeak	stable peaks	ENCSR901SIL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-27	ENCODE				1							ENCFF030REG	798200	ENCODE Processing Pipeline	150e117cc4a5608afa1b93968241b0b3		https://www.encodeproject.org/files/ENCFF175CMC/@@download/ENCFF175CMC.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/cc5c239d-0a5c-4073-9485-8b10eef91026/ENCFF175CMC.bed.gz	mild to moderate bottlenecking			
ENCFF030REG	bed narrowPeak	peaks	ENCSR901SIL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-27	ENCODE				1							ENCFF522PEL, ENCFF639VKM	825134	ENCODE Processing Pipeline	c4225b756f9898d4e192116116ce3a11		https://www.encodeproject.org/files/ENCFF030REG/@@download/ENCFF030REG.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/541f979e-807e-4a37-a457-fc5bef00ade0/ENCFF030REG.bed.gz	mild to moderate bottlenecking			
ENCFF312QCH	bed narrowPeak	peaks	ENCSR901SIL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-27	ENCODE				1							ENCFF305OFX, ENCFF813MFQ	797998	ENCODE Processing Pipeline	ad4b4b054bfb70f2c91c7cdbaced633d		https://www.encodeproject.org/files/ENCFF312QCH/@@download/ENCFF312QCH.bed.gz	hg19				released	s3://encode-public/2017/03/22/daf1ece8-9cf0-402c-abae-8c6f3a0408a9/ENCFF312QCH.bed.gz	mild to moderate bottlenecking			
ENCFF086QMV	bed narrowPeak	stable peaks	ENCSR901SIL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2017-01-27	ENCODE				1							ENCFF312QCH	778428	ENCODE Processing Pipeline	c8fabd18ac54ff5ec872b680240c22fa		https://www.encodeproject.org/files/ENCFF086QMV/@@download/ENCFF086QMV.bed.gz	hg19				released	s3://encode-public/2017/03/22/923e403e-baf5-44d7-be83-7719829e4967/ENCFF086QMV.bed.gz	mild to moderate bottlenecking			
ENCFF765QKM	bed narrowPeak	peaks	ENCSR181ATL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF386TAB, ENCFF728PCJ	754637	ENCODE Processing Pipeline	e33113a50552bf4cbc41f3ddbfbe1fdb		https://www.encodeproject.org/files/ENCFF765QKM/@@download/ENCFF765QKM.bed.gz	GRCh38				released	s3://encode-public/2018/06/18/327e8539-c213-4ef5-b0ec-3ca61ec85789/ENCFF765QKM.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF166XXQ	bed narrowPeak	stable peaks	ENCSR181ATL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF765QKM	846951	ENCODE Processing Pipeline	877f3b2e7f52d341ba25540da0d8a30a		https://www.encodeproject.org/files/ENCFF166XXQ/@@download/ENCFF166XXQ.bed.gz	GRCh38				released	s3://encode-public/2018/06/18/73480714-bc01-44d0-b6be-1e212fc7cc88/ENCFF166XXQ.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF738ATB	bed narrowPeak	peaks	ENCSR181ATL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF765ZUI, ENCFF999MGG	760384	ENCODE Processing Pipeline	b2c99462c3d4bc230e7adfe3fe749cb1		https://www.encodeproject.org/files/ENCFF738ATB/@@download/ENCFF738ATB.bed.gz	hg19				released	s3://encode-public/2018/06/19/92cfc4b1-c83f-4561-b89c-1cb735bad5a3/ENCFF738ATB.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF916TQA	bed narrowPeak	stable peaks	ENCSR181ATL	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA					False	2018-12-11	ENCODE				1							ENCFF738ATB	861723	ENCODE Processing Pipeline	18498606679872494bf768f4f4cdb12e		https://www.encodeproject.org/files/ENCFF916TQA/@@download/ENCFF916TQA.bed.gz	hg19				released	s3://encode-public/2018/06/19/ea5ece89-fbf0-4593-81e4-673c9c752ebe/ENCFF916TQA.bed.gz	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF566CGC	bed narrowPeak	peaks	ENCSR012KZW	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										H3K4me3-human	DNA					False	2019-02-12	ENCODE				1							ENCFF890TLX, ENCFF975UDA	563749	ENCODE Processing Pipeline	fcfef78fbeaa4abb0e812f84865df75c		https://www.encodeproject.org/files/ENCFF566CGC/@@download/ENCFF566CGC.bed.gz	GRCh38				released	s3://encode-public/2019/02/11/4711b599-6528-4f29-89ee-a7163aff0810/ENCFF566CGC.bed.gz		experiment not submitted to GEO		
