File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF590IWQ	bigBed broadPeak	hotspots	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF552RLY	1600980	ENCODE Processing Pipeline	b9507f45a775310aaa7e77b424b131d8		https://www.encodeproject.org/files/ENCFF590IWQ/@@download/ENCFF590IWQ.bigBed	hg19			archived					
ENCFF711KOG	bigBed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF116FRK, ENCFF992CZQ	1193157	ENCODE Processing Pipeline	97d585241a9d61a87b613dba4fc331e5		https://www.encodeproject.org/files/ENCFF711KOG/@@download/ENCFF711KOG.bigBed	GRCh38			archived					
ENCFF891WRH	bigBed broadPeak	hotspots	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF116FRK, ENCFF992CZQ	1610466	ENCODE Processing Pipeline	7f862710f0909ba177f87a3fe38abd4c		https://www.encodeproject.org/files/ENCFF891WRH/@@download/ENCFF891WRH.bigBed	GRCh38			archived					
ENCFF489RAW	bam	alignments	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF829DEA	1622976094	ENCODE Processing Pipeline	da8b6e078551054e27db61fdf845bca1		https://www.encodeproject.org/files/ENCFF489RAW/@@download/ENCFF489RAW.bam	GRCh38			archived					
ENCFF740DGO	bigWig	read-depth normalized signal	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF489RAW	596344888	ENCODE Processing Pipeline	2cc1cad127a342fe3a567434f0611a2e		https://www.encodeproject.org/files/ENCFF740DGO/@@download/ENCFF740DGO.bigWig	GRCh38			archived					
ENCFF888TMI	bed broadPeak	hotspots	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF489RAW, ENCFF967OQF	1330119	ENCODE Processing Pipeline	bb20e2d16127629a658c2b083fdaced8		https://www.encodeproject.org/files/ENCFF888TMI/@@download/ENCFF888TMI.bed.gz	GRCh38			archived					
ENCFF378QVC	bed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF489RAW, ENCFF967OQF	936293	ENCODE Processing Pipeline	00883a10af1fde6e06a4a0679e40bd88		https://www.encodeproject.org/files/ENCFF378QVC/@@download/ENCFF378QVC.bed.gz	GRCh38			archived					
ENCFF415QWX	bigBed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF489RAW, ENCFF967OQF	1183717	ENCODE Processing Pipeline	a84db46031ed2fe7e319c0a8477dc647		https://www.encodeproject.org/files/ENCFF415QWX/@@download/ENCFF415QWX.bigBed	GRCh38			archived					
ENCFF146RCY	bigBed broadPeak	hotspots	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF489RAW, ENCFF967OQF	1842218	ENCODE Processing Pipeline	40f9c3e5130dc62c81798d3ef995b37f		https://www.encodeproject.org/files/ENCFF146RCY/@@download/ENCFF146RCY.bigBed	GRCh38			archived					
ENCFF347HAT	bam	unfiltered alignments	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF225KUK, ENCFF549HLL	1964671956	ENCODE Processing Pipeline	dd145106050a06d73c6490a65315c167		https://www.encodeproject.org/files/ENCFF347HAT/@@download/ENCFF347HAT.bam	hg19			released					
ENCFF723MMU	bam	alignments	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF347HAT	1627960682	ENCODE Processing Pipeline	f88d78cf0a7b9c50bc63af9efa76d5fe		https://www.encodeproject.org/files/ENCFF723MMU/@@download/ENCFF723MMU.bam	hg19			archived					
ENCFF472MZY	bigWig	read-depth normalized signal	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF723MMU	598911598	ENCODE Processing Pipeline	61cc2604ea7e323868eac19b6614fc00		https://www.encodeproject.org/files/ENCFF472MZY/@@download/ENCFF472MZY.bigWig	hg19			archived					
ENCFF843CGT	bed broadPeak	hotspots	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF723MMU	1326201	ENCODE Processing Pipeline	e79a1287d6207c23e53abcd216ff32f1		https://www.encodeproject.org/files/ENCFF843CGT/@@download/ENCFF843CGT.bed.gz	hg19			archived					
ENCFF311IIU	bed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF723MMU	933696	ENCODE Processing Pipeline	471f57fd052074724680f61bb940b58d		https://www.encodeproject.org/files/ENCFF311IIU/@@download/ENCFF311IIU.bed.gz	hg19			archived					
ENCFF937PPF	bigBed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF723MMU	1176450	ENCODE Processing Pipeline	34b147f7e9df9f8e762fd5105f5884dc		https://www.encodeproject.org/files/ENCFF937PPF/@@download/ENCFF937PPF.bigBed	hg19			archived					
ENCFF316XXU	bigBed broadPeak	hotspots	ENCSR645GJD	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF723MMU	1831950	ENCODE Processing Pipeline	11f4e4803e3606ad9cc806ac56a74626		https://www.encodeproject.org/files/ENCFF316XXU/@@download/ENCFF316XXU.bigBed	hg19			archived					
ENCFF651WYS	bed bed3+	enrichment	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	92167279	ENCODE Processing Pipeline	b5c8f55c1d7b7ca7203614465777ca8f		https://www.encodeproject.org/files/ENCFF651WYS/@@download/ENCFF651WYS.bed.gz	GRCh38			released		low read depth			
ENCFF367RFE	bed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	1104131	ENCODE Processing Pipeline	4d16ec76c03d80c21088eddc68bd194b		https://www.encodeproject.org/files/ENCFF367RFE/@@download/ENCFF367RFE.bed.gz	GRCh38			released		low read depth			
ENCFF765BJR	bed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	760677	ENCODE Processing Pipeline	e0f7e7c69192191db82ec9a217ef72cc		https://www.encodeproject.org/files/ENCFF765BJR/@@download/ENCFF765BJR.bed.gz	GRCh38			released		low read depth			
ENCFF331KOF	bigBed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	996149	ENCODE Processing Pipeline	3ccc104c60c8601bff7b4c769bd75a5c		https://www.encodeproject.org/files/ENCFF331KOF/@@download/ENCFF331KOF.bigBed	GRCh38			released		low read depth			
ENCFF551OSH	bigBed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	1602647	ENCODE Processing Pipeline	a3fe39d52f3d099944de54e407aee0d0		https://www.encodeproject.org/files/ENCFF551OSH/@@download/ENCFF551OSH.bigBed	GRCh38			released		low read depth			
ENCFF659FHQ	bed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	1102686	ENCODE Processing Pipeline	ed11c1e09ad1d41875e9a75c3a184cf8		https://www.encodeproject.org/files/ENCFF659FHQ/@@download/ENCFF659FHQ.bed.gz	hg19			released		low read depth			
ENCFF821VHG	bed bed3+	enrichment	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	92073165	ENCODE Processing Pipeline	ddc01d08c8b2f13055ca6eb329a609c3		https://www.encodeproject.org/files/ENCFF821VHG/@@download/ENCFF821VHG.bed.gz	hg19			released		low read depth			
ENCFF744IAP	bed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	760567	ENCODE Processing Pipeline	bf1d96fc23694398757de1fd5c2f4069		https://www.encodeproject.org/files/ENCFF744IAP/@@download/ENCFF744IAP.bed.gz	hg19			released		low read depth			
ENCFF920KWV	bigBed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	995421	ENCODE Processing Pipeline	6b1ad11a7f31ad4fe1ec4c5d8feeeeaa		https://www.encodeproject.org/files/ENCFF920KWV/@@download/ENCFF920KWV.bigBed	hg19			released		low read depth			
ENCFF311TBI	bigBed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	1599543	ENCODE Processing Pipeline	c344f786d68e30d66726265e9778a5f3		https://www.encodeproject.org/files/ENCFF311TBI/@@download/ENCFF311TBI.bigBed	hg19			released		low read depth			
ENCFF286XQY	fastq	reads	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		single-ended				978579110	Zhiping Weng, UMass	5ce3f8879afdf9e53ccd99896047deec	SRA:SRR327508	https://www.encodeproject.org/files/ENCFF286XQY/@@download/ENCFF286XQY.fastq.gz		Illumina Genome Analyzer IIx		released		low read depth			
ENCFF753ELF	fastq	reads	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		single-ended				280087100	Zhiping Weng, UMass	4d57cfe94369a762de31ef3ff954b407	SRA:SRR327507	https://www.encodeproject.org/files/ENCFF753ELF/@@download/ENCFF753ELF.fastq.gz		Illumina Genome Analyzer IIx		released		low read depth			
ENCFF539TKX	bam	unfiltered alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF286XQY, ENCFF496RSW, ENCFF753ELF	1527013967	ENCODE Processing Pipeline	4c268f8e70829630ad60e5fae2c9c233		https://www.encodeproject.org/files/ENCFF539TKX/@@download/ENCFF539TKX.bam	GRCh38			released		low read depth			
ENCFF992AKX	bam	unfiltered alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF286XQY, ENCFF549HLL, ENCFF753ELF	1519130303	ENCODE Processing Pipeline	33d2c9201d0ba3feaaa743291f87d622		https://www.encodeproject.org/files/ENCFF992AKX/@@download/ENCFF992AKX.bam	hg19			archived		low read depth			
ENCFF974RAF	bam	alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF539TKX	1240855913	ENCODE Processing Pipeline	7d67506436607bbd21626f2f793a850b		https://www.encodeproject.org/files/ENCFF974RAF/@@download/ENCFF974RAF.bam	GRCh38			archived		low read depth			
ENCFF701BCN	bam	alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF992AKX	1245004454	ENCODE Processing Pipeline	58893c1d51fc7abf39e076f802c27457		https://www.encodeproject.org/files/ENCFF701BCN/@@download/ENCFF701BCN.bam	hg19			archived		low read depth			
ENCFF129PQL	bed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF974RAF, ENCFF992CZQ	959394	ENCODE Processing Pipeline	f137099100841e66c60aa65ffadc1bee		https://www.encodeproject.org/files/ENCFF129PQL/@@download/ENCFF129PQL.bed.gz	GRCh38			archived		low read depth			
ENCFF696IGL	bed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF701BCN	956207	ENCODE Processing Pipeline	67f35d4ea46033276328eb8eb0521947		https://www.encodeproject.org/files/ENCFF696IGL/@@download/ENCFF696IGL.bed.gz	hg19			archived		low read depth			
ENCFF577ZMC	bed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF974RAF, ENCFF992CZQ	721341	ENCODE Processing Pipeline	61ba8be640e99b66ae10e591febc7afa		https://www.encodeproject.org/files/ENCFF577ZMC/@@download/ENCFF577ZMC.bed.gz	GRCh38			archived		low read depth			
ENCFF475AOQ	bed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF701BCN	718337	ENCODE Processing Pipeline	1b93d50df980d1b8ac8fa5819d7fc1bc		https://www.encodeproject.org/files/ENCFF475AOQ/@@download/ENCFF475AOQ.bed.gz	hg19			archived		low read depth			
ENCFF171JGY	bigBed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF701BCN	995587	ENCODE Processing Pipeline	35b14c3d2dc2a25fc787f461bec36eb3		https://www.encodeproject.org/files/ENCFF171JGY/@@download/ENCFF171JGY.bigBed	hg19			archived		low read depth			
ENCFF196CWG	bigBed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF701BCN	1376336	ENCODE Processing Pipeline	f31a2757903bdc0e7a348c0ed6e97499		https://www.encodeproject.org/files/ENCFF196CWG/@@download/ENCFF196CWG.bigBed	hg19			archived		low read depth			
ENCFF889GLD	bigBed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF974RAF, ENCFF992CZQ	1003584	ENCODE Processing Pipeline	46791c40060f0488ceb2fa1dbce9f075		https://www.encodeproject.org/files/ENCFF889GLD/@@download/ENCFF889GLD.bigBed	GRCh38			archived		low read depth			
ENCFF838GKR	bigBed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF974RAF, ENCFF992CZQ	1384718	ENCODE Processing Pipeline	e13fee1166642153f0c183bdae0761ae		https://www.encodeproject.org/files/ENCFF838GKR/@@download/ENCFF838GKR.bigBed	GRCh38			archived		low read depth			
ENCFF907ZLW	bam	alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF539TKX	1228643474	ENCODE Processing Pipeline	ffd807e86b62ea1dc51a918b8dfb796a		https://www.encodeproject.org/files/ENCFF907ZLW/@@download/ENCFF907ZLW.bam	GRCh38			released		low read depth			
ENCFF547ICI	bigWig	read-depth normalized signal	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW	579224797	ENCODE Processing Pipeline	de6b6efe41dad93cfa0212dca8bdfd64		https://www.encodeproject.org/files/ENCFF547ICI/@@download/ENCFF547ICI.bigWig	GRCh38			released		low read depth			
ENCFF026WCC	bed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	1089265	ENCODE Processing Pipeline	314ed3ad2d5dce9617e819d9b1738448		https://www.encodeproject.org/files/ENCFF026WCC/@@download/ENCFF026WCC.bed.gz	GRCh38			archived		low read depth			
ENCFF948CVH	bed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	762405	ENCODE Processing Pipeline	74ddf74d538b2eb540865761ffc46f6c		https://www.encodeproject.org/files/ENCFF948CVH/@@download/ENCFF948CVH.bed.gz	GRCh38			archived		low read depth			
ENCFF979SNZ	bigBed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	1001666	ENCODE Processing Pipeline	fbe3827156af4146752eafe3eecfde5b		https://www.encodeproject.org/files/ENCFF979SNZ/@@download/ENCFF979SNZ.bigBed	GRCh38			archived		low read depth			
ENCFF208RLA	bigBed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF907ZLW, ENCFF967OQF	1589000	ENCODE Processing Pipeline	7fc5af2c517ac5ba79103eb2972062c0		https://www.encodeproject.org/files/ENCFF208RLA/@@download/ENCFF208RLA.bigBed	GRCh38			archived		low read depth			
ENCFF238YJX	bed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	1085988	ENCODE Processing Pipeline	5f64eb31e6a026344d53a96a6436d83b		https://www.encodeproject.org/files/ENCFF238YJX/@@download/ENCFF238YJX.bed.gz	hg19			archived		low read depth			
ENCFF111HEY	bed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	760438	ENCODE Processing Pipeline	8ea4e245ad535aade9aac563439174b9		https://www.encodeproject.org/files/ENCFF111HEY/@@download/ENCFF111HEY.bed.gz	hg19			archived		low read depth			
ENCFF808THB	bam	alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF251DEW	1232481068	ENCODE Processing Pipeline	19f2ae1cba0950a6c7f8f9b0074d312a		https://www.encodeproject.org/files/ENCFF808THB/@@download/ENCFF808THB.bam	hg19			released		low read depth			
ENCFF958AKR	bigWig	read-depth normalized signal	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF808THB	578625528	ENCODE Processing Pipeline	1c173d8b1d1f2aa64b33e52555a4ef8e		https://www.encodeproject.org/files/ENCFF958AKR/@@download/ENCFF958AKR.bigWig	hg19			released		low read depth			
ENCFF990CDN	bigBed narrowPeak	peaks	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	995211	ENCODE Processing Pipeline	c80e2408af0b9a031ff8a2f1aa100044		https://www.encodeproject.org/files/ENCFF990CDN/@@download/ENCFF990CDN.bigBed	hg19			archived		low read depth			
ENCFF116MYJ	bigBed broadPeak	hotspots	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF808THB	1579183	ENCODE Processing Pipeline	a461bfec97f1137c367c698035617714		https://www.encodeproject.org/files/ENCFF116MYJ/@@download/ENCFF116MYJ.bigBed	hg19			archived		low read depth			
ENCFF251DEW	bam	unfiltered alignments	ENCSR941DTJ	DNase-seq	UBERON:0002113	Kidney_Cortex	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF286XQY, ENCFF549HLL, ENCFF753ELF	1519114514	ENCODE Processing Pipeline	32c7785640f4c3358ca179583ac2b9ec		https://www.encodeproject.org/files/ENCFF251DEW/@@download/ENCFF251DEW.bam	hg19			released		low read depth			
ENCFF125PAY	bed bed3+	enrichment	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF544XES, ENCFF967OQF	39259462	ENCODE Processing Pipeline	bc5f35c3eea66b296c68c02abd7a17b1		https://www.encodeproject.org/files/ENCFF125PAY/@@download/ENCFF125PAY.bed.gz	GRCh38			released					extremely low read depth
ENCFF136RNM	bed broadPeak	hotspots	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF544XES, ENCFF967OQF	808056	ENCODE Processing Pipeline	cdbe47872b96f9db43fe0700bcd83801		https://www.encodeproject.org/files/ENCFF136RNM/@@download/ENCFF136RNM.bed.gz	GRCh38			released					extremely low read depth
ENCFF796EIB	bed narrowPeak	peaks	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF544XES, ENCFF967OQF	516334	ENCODE Processing Pipeline	bf5b9e7522d6de643ace23664a7ace9e		https://www.encodeproject.org/files/ENCFF796EIB/@@download/ENCFF796EIB.bed.gz	GRCh38			released					extremely low read depth
ENCFF325DTY	bigBed narrowPeak	peaks	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF544XES, ENCFF967OQF	735365	ENCODE Processing Pipeline	ee66e19a917e1844ef18acf2088feff1		https://www.encodeproject.org/files/ENCFF325DTY/@@download/ENCFF325DTY.bigBed	GRCh38			released					extremely low read depth
ENCFF381QYV	bigBed broadPeak	hotspots	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF544XES, ENCFF967OQF	1353551	ENCODE Processing Pipeline	f68fbac822133438b9e35ed4595ec413		https://www.encodeproject.org/files/ENCFF381QYV/@@download/ENCFF381QYV.bigBed	GRCh38			released					extremely low read depth
ENCFF821HBR	bed bed3+	enrichment	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF961FZQ	39277845	ENCODE Processing Pipeline	efe2c0ed4b32b168e76e6e8d12b79713		https://www.encodeproject.org/files/ENCFF821HBR/@@download/ENCFF821HBR.bed.gz	hg19			released					extremely low read depth
ENCFF120DGR	bed broadPeak	hotspots	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF961FZQ	807737	ENCODE Processing Pipeline	76bdce9718d1a624f741af2acdb6726c		https://www.encodeproject.org/files/ENCFF120DGR/@@download/ENCFF120DGR.bed.gz	hg19			released					extremely low read depth
ENCFF551QFU	bed narrowPeak	peaks	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF961FZQ	516369	ENCODE Processing Pipeline	e7a239df891964e53c9c11fab7e0b6fb		https://www.encodeproject.org/files/ENCFF551QFU/@@download/ENCFF551QFU.bed.gz	hg19			released					extremely low read depth
ENCFF454VKQ	bigBed narrowPeak	peaks	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF961FZQ	735321	ENCODE Processing Pipeline	1a8dc5a908205c0c7086d0e90ae5d0b2		https://www.encodeproject.org/files/ENCFF454VKQ/@@download/ENCFF454VKQ.bigBed	hg19			released					extremely low read depth
ENCFF091IVP	bigBed broadPeak	hotspots	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF961FZQ	1352455	ENCODE Processing Pipeline	690cc4a265aad862806430f72a606d3b		https://www.encodeproject.org/files/ENCFF091IVP/@@download/ENCFF091IVP.bigBed	hg19			released					extremely low read depth
ENCFF641TVF	fastq	reads	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	1	36		single-ended				754604480	Zhiping Weng, UMass	a0088a7026bfc52025b8b58161dfc429	SRA:SRR171569	https://www.encodeproject.org/files/ENCFF641TVF/@@download/ENCFF641TVF.fastq.gz		Illumina Genome Analyzer IIx		released					extremely low read depth
ENCFF751ILF	bam	unfiltered alignments	ENCSR006XED	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF549HLL, ENCFF641TVF	835685155	ENCODE Processing Pipeline	6aa681568d369bf0f033a20253c77513		https://www.encodeproject.org/files/ENCFF751ILF/@@download/ENCFF751ILF.bam	hg19			archived					extremely low read depth
